TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
CLOV;0,91;;-1,70;1,34;0,35;5,51;-9,29;-9,31;-1,69;-0,42;1,29;-1,01;0,16;;-0,35;;-78,78;-20,70;-78,61;0,26;0,74;2,22;;;;0,68;-0,53;;443.755.949,00
CLPS;1,00;5,00;68,23;0,44;0,31;100,00;100,00;2,91;2,01;-0,26;-2,24;-0,50;1,99;0,48;-3,87;3,30;0,65;0,45;22,31;0,70;0,30;0,16;37,12;16,83;;2,26;0,01;;25.586.100,00
CLPT;4,60;;-5,44;4,13;2,38;61,62;-95,62;-96,00;-5,62;-4,66;0,80;-0,60;5,22;3,28;-16,35;6,56;-76,01;-43,73;-55,59;0,58;0,42;0,46;22,73;;;1,11;-0,85;;113.328.820,00
CLR;74,27;;7,46;2,67;1,19;89,69;56,53;40,29;3,88;6,28;0,96;0,49;3,00;40,71;-1,44;1,20;35,86;15,89;23,32;0,44;0,56;0,39;23,63;;;27,78;9,96;;26.561.462.326,00
CLRB;2,07;;-0,63;-43,18;3,10;;;;-0,64;-0,47;0,16;;;-24,15;-22,43;0,87;-6.815,42;-488,98;6.841,11;-0,07;1,07;0,00;;;;-0,05;-3,27;;20.162.835,00
CLRBZ;0,12;;-0,04;-2,50;0,18;;;;-0,04;-0,47;0,16;;;-1,40;-1,30;0,87;-6.815,42;-488,98;6.841,11;-0,07;1,07;0,00;;;;-0,05;-3,27;;20.162.835,00
CLRO;0,66;151,52;0,76;0,36;0,31;35,08;142,55;104,93;0,51;-0,15;-0,71;-0,46;0,79;0,42;-2,04;6,81;48,26;40,50;48,13;0,84;0,16;0,39;-9,62;;;1,81;0,87;;15.812.940,00
CLS;25,55;;22,59;1,94;0,57;8,81;3,45;2,01;;14,80;1,63;0,24;0,45;2,49;-2,39;1,43;8,60;2,52;7,95;0,29;0,71;1,26;3,37;6,64;;13,15;1,13;;3.049.637.780,00
CLSD;0,94;;-1,63;-11,73;1,49;74,23;-1.735,23;-2.217,31;-2,08;-0,83;1,25;;36,04;1,89;-18,94;6,85;-721,42;-91,56;564,57;-0,13;1,13;0,04;30,92;;;-0,08;-0,58;;58.308.670,00
CLSK;3,79;;-5,56;0,96;0,89;43,82;-70,99;-73,22;-26,46;-5,66;0,08;-0,01;4,07;37,86;-0,96;1,41;-17,23;-15,93;-16,22;0,92;0,08;0,22;211,56;;;3,95;-0,68;;578.518.107,00
CLSN;1,96;;-0,53;0,30;0,21;100,00;-4.518,00;-5.229,80;-0,64;0,99;1,60;-0,77;27,83;0,37;-0,68;6,52;-55,59;-40,03;-45,24;0,72;0,28;0,01;0,00;;;6,63;-3,68;;13.913.452,00
CLVR;1,96;;;;;23,93;-385,96;-321,57;;0,06;0,06;-0,11;;;;2,43;-166,89;-132,28;-193,32;0,79;0,21;0,41;;;;;;;0,00
CLVRW;0,01;;;;;23,93;-385,96;-321,57;;0,06;0,06;-0,11;;;;2,43;-166,89;-132,28;-193,32;0,79;0,21;0,41;;;;;;;0,00
CLVS;0,08;;-0,05;-0,03;0,03;72,21;-161,75;-189,37;-0,06;-2,85;-2,80;;0,09;-0,02;-0,05;0,14;-60,28;-72,64;-88,90;-1,21;2,21;0,38;352,98;;;-2,88;-1,74;;11.596.424,00
CLVT;6,42;;-1,01;0,61;0,31;64,94;-154,52;-161,36;-1,29;-2,15;-1,10;0,64;1,63;-53,08;-0,35;0,95;-60,67;-30,71;-35,47;0,51;0,49;0,19;23,72;;;10,45;-6,34;;4.262.385.018,00
CLW;34,47;;6,78;0,88;0,33;13,86;6,72;4,02;2,36;7,28;3,23;0,70;0,27;1,56;-0,51;2,40;12,98;4,85;9,36;0,37;0,63;1,21;3,75;-13,91;;39,15;5,08;;570.936.951,00
CLWT;1,46;;-18,31;0,76;0,53;100,00;100,00;-3,37;;0,25;-0,36;-0,45;0,62;2,21;-1,16;1,80;-4,16;-2,90;123,65;0,70;0,30;0,86;-2,94;-4,84;;1,92;-0,08;;11.276.456,00
CLX;134,36;3,54;193,82;-450,50;2,78;40,00;3,41;1,22;34,65;79,06;9,61;;2,37;-52,58;-4,09;0,86;-232,43;1,44;6,74;-0,01;1,01;1,17;3,83;-28,95;;-0,30;0,69;;16.668.580.676,00
CLXT;6,30;;-1,88;11,75;1,54;100,00;-9.979,64;-9.979,64;-2,09;-1,82;0,06;-0,40;187,63;-19,20;-1,77;0,61;-624,90;-82,16;-454,49;0,13;0,87;0,01;-20,93;;;0,54;-3,35;;31.334.310,00
CM;37,86;6,74;7,06;0,92;0,05;80,32;0,00;23,51;;;;-5,65;1,66;1,81;-0,46;1,03;13,07;0,71;;0,05;0,95;0,03;7,25;4,58;;41,07;5,37;;34.983.923.454,00
CMA;40,87;6,88;4,61;1,08;0,06;0,00;42,64;22,66;2,34;-6,65;-9,10;-4,03;1,04;;-0,06;;23,51;1,36;19,01;0,06;0,94;0,06;2,60;9,30;;37,70;8,86;;5.389.641.336,00
CMBM;3,54;;4,65;0,64;0,35;50,04;7,23;6,97;3,22;4,22;-0,26;-0,04;0,32;0,76;-1,58;2,45;13,68;7,52;11,32;0,55;0,45;1,08;6,50;17,22;;5,57;0,76;;97.934.454,00
CMC;44,78;1,43;6,09;1,27;0,79;20,59;13,21;9,77;3,79;4,99;0,48;0,14;0,59;2,28;-1,50;3,73;20,86;12,95;17,06;0,62;0,38;1,33;13,64;44,07;;35,25;7,35;;5.235.014.856,00
CMCL;11,40;4,91;7,77;1,11;0,98;46,97;38,83;20,45;;3,89;-0,20;-0,05;1,59;8,51;-1,22;2,50;14,23;12,67;17,91;0,89;0,11;0,62;15,29;13,96;;10,31;1,47;;218.744.340,00
CMCM;1,83;;-0,99;0,10;0,07;67,16;-29,26;-44,75;;6,53;8,05;-0,55;0,45;0,28;-0,15;1,92;-10,45;-7,05;-7,24;0,67;0,33;0,16;-30,13;;;17,60;-1,84;;54.809.781,00
CMCO;34,08;1,03;19,20;1,15;0,54;36,79;10,79;5,22;6,49;13,70;4,41;0,55;1,00;3,96;-0,74;1,94;5,97;2,79;5,98;0,47;0,53;0,54;2,21;17,03;;29,72;1,78;;979.394.448,00
CMCSA;41,50;2,75;11,03;2,02;0,64;69,96;19,98;12,53;4,35;10,90;3,98;1,16;1,38;-16,18;-0,71;0,70;18,34;5,80;10,19;0,32;0,68;0,46;7,39;-25,07;;20,53;3,76;;167.040.807.550,00
CMD;80,37;;68,71;4,38;1,76;47,35;11,54;4,57;16,62;32,36;5,12;0,82;3,14;9,34;-2,55;2,58;6,37;2,56;6,67;0,40;0,60;0,56;12,45;-22,01;;18,36;1,17;;3.577.534.001,37
CME;217,37;4,05;25,99;2,78;0,62;100,00;79,70;58,05;17,42;19,20;0,27;0,04;15,08;;-0,62;;10,70;2,40;10,16;0,22;0,78;0,04;6,60;-7,91;;78,20;8,36;;78.251.678.410,00
CMFNL;25,08;;;;;100,00;-55,43;-94,46;;-12,18;-12,18;1,37;;;;;-19,10;-7,67;-4,64;0,40;0,60;0,08;;;;;;;0,00
CMG;2.154,41;;50,52;20,49;7,47;25,91;16,17;12,27;31,97;37,41;-0,94;-0,50;6,20;101,66;-9,47;1,53;40,55;14,79;40,55;0,36;0,64;1,21;14,04;38,53;;105,17;42,64;;59.127.136.127,00
CMI;218,22;2,93;12,17;2,99;0,97;23,72;11,49;7,89;6,64;9,82;1,46;0,52;0,96;7,09;-1,89;1,40;24,58;8,01;16,24;0,33;0,67;1,01;6,57;16,58;;72,93;17,93;;30.931.572.078,00
CMLF;11,72;;-11,08;129,73;1,46;;;;-11,08;-11,07;0,01;-0,13;;-1.135,95;-1,46;0,62;-1.170,58;-13,19;-1.170,58;0,01;0,32;0,00;;;;0,09;-1,06;;648.629.336,00
CMLFU;13,62;;-12,88;150,76;1,70;;;;-12,88;-11,07;0,01;-0,13;;-1.320,11;-1,70;0,62;-1.170,58;-13,19;-1.170,58;0,01;0,32;0,00;;;;0,09;-1,06;;648.629.336,00
CMLFW;3,96;;-3,74;43,83;0,49;;;;-3,74;-11,07;0,01;-0,13;;-383,82;-0,50;0,62;-1.170,58;-13,19;-1.170,58;0,01;0,32;0,00;;;;0,09;-1,06;;648.629.336,00
CMLS;4,82;;-4,01;0,21;0,05;61,28;5,20;-2,27;0,75;14,71;12,96;1,54;0,09;0,52;-0,06;2,15;-5,18;-1,31;3,78;0,25;0,75;0,57;-3,44;;;23,23;-1,20;;79.569.524,00
CMP;23,76;2,53;93,13;1,82;0,56;18,70;8,20;0,86;4,74;16,39;6,62;1,24;0,80;3,42;-0,81;2,16;1,96;0,61;5,48;0,31;0,69;0,70;-1,83;;;13,04;0,26;;977.833.296,00
CMPI;10,50;;-3,66;4,21;3,46;;;;-3,71;-2,71;0,95;-1,09;;4,61;-47,87;5,20;-114,80;-94,32;-114,80;0,82;0,18;0,00;;;;2,50;-2,87;;231.401.100,00
CMPR;62,83;;-10,71;-2,72;0,92;46,97;3,67;-4,98;6,04;27,20;12,67;;0,53;-8,56;-1,22;0,69;-25,40;-8,62;-3,95;-0,34;1,33;1,73;3,50;;;-23,10;-5,87;;1.670.649.700,00
CMPS;5,26;;-3,20;1,96;1,55;;;;-3,22;-2,03;1,19;-0,72;;1,80;-20,06;15,15;-61,20;-48,53;-52,35;0,79;0,21;0,00;;;;2,69;-1,65;;325.575.590,00
CMRE;8,71;5,28;2,09;0,55;0,22;72,24;55,38;43,33;;4,41;2,78;0,93;0,90;2,84;-0,26;1,76;26,26;10,31;14,81;0,39;0,61;0,24;21,98;50,08;;15,88;4,17;;1.024.665.304,00
CMRX;0,91;;0,45;0,36;0,34;99,01;535,93;535,82;0,46;-0,68;-1,13;-0,91;2,40;0,41;-2,74;13,79;80,52;74,85;79,94;0,93;0,07;0,14;49,73;;;2,52;2,03;;80.891.083,00
CMS;55,37;3,52;21,86;2,25;0,50;34,66;18,41;9,49;6,21;21,92;10,66;2,13;2,07;-59,83;-0,54;0,90;10,28;2,27;5,88;0,22;0,76;0,24;5,48;12,00;;24,63;2,53;;16.154.950.532,00
CMSA;23,01;6,11;9,08;0,93;0,21;34,66;18,41;9,49;2,58;21,92;10,66;2,13;0,86;-24,86;-0,22;0,90;10,28;2,27;5,88;0,22;0,76;0,24;5,48;12,00;;24,63;2,53;;16.154.950.532,00
CMSC;23,37;6,28;9,23;0,95;0,21;34,66;18,41;9,49;2,62;21,92;10,66;2,13;0,88;-25,25;-0,23;0,90;10,28;2,27;5,88;0,22;0,76;0,24;5,48;12,00;;24,63;2,53;;16.154.950.532,00
CMSD;23,61;6,22;9,32;0,96;0,21;34,66;18,41;9,49;2,65;21,92;10,66;2,13;0,88;-25,51;-0,23;0,90;10,28;2,27;5,88;0,22;0,76;0,24;5,48;12,00;;24,63;2,53;;16.154.950.532,00
CMTL;12,03;0,83;-12,58;0,77;0,34;33,54;-2,89;-4,89;11,15;-30,46;-9,16;0,33;0,62;3,62;-0,49;1,44;-6,14;-2,70;-3,29;0,44;0,45;0,55;-0,73;;;15,58;-0,96;;338.373.825,00
CMU;2,98;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CNA;39,16;11,44;8,23;1,24;0,17;48,19;13,40;9,99;6,60;7,07;0,94;0,19;0,82;;-0,17;;15,05;2,08;11,16;0,14;0,86;0,21;4,48;-0,11;;31,61;4,76;;10.607.288.780,00
CNBKA;115,29;;14,29;1,59;0,09;0,00;35,57;27,71;10,76;-51,82;-62,95;-9,01;3,96;;-0,09;;11,15;0,63;6,35;0,06;0,94;0,02;9,65;12,89;;72,37;8,07;;641.923.191,00
CNC;72,02;;15,74;1,52;0,46;22,37;2,89;1,63;6,65;8,85;-0,04;-0,01;0,26;;-0,46;;9,66;2,90;6,93;0,30;0,70;1,78;24,47;7,74;;47,35;4,58;;38.473.156.020,00
CNCE;8,37;;-3,18;3,01;2,34;100,00;-303.057,14;-300.735,71;-3,19;-1,98;1,17;-1,12;9.553,40;2,87;-28,79;9,03;-94,78;-73,81;-95,51;0,78;0,22;0,00;184,76;;;2,78;-2,63;;401.242.734,00
CNDT;2,50;;-0,86;0,88;0,17;21,97;-15,61;-16,91;;-2,39;-1,46;1,39;0,14;0,74;-0,34;1,91;-102,92;-20,18;-33,49;0,20;0,76;1,19;-8,52;;;2,84;-2,92;;543.217.750,00
CNET;0,88;;-0,64;0,65;0,39;-2,42;-35,67;-35,67;-0,82;-0,44;0,20;-0,20;0,23;1,16;-1,09;2,10;-101,22;-60,98;-101,24;0,60;0,40;1,71;-10,87;;;1,36;-1,37;;6.339.960,00
CNF;1,91;;-37,27;0,23;0,07;55,44;0,00;-1,24;;;;1,40;0,46;0,09;-0,29;531,87;-0,61;-0,18;;0,29;0,71;0,14;-13,23;-24,95;;8,39;-0,05;;130.992.002,00
CNFR;0,74;;-2,87;0,54;0,03;9,60;-9,14;-3,02;-0,96;0,34;1,29;-0,73;0,09;;-0,03;;-18,69;-1,06;-30,10;0,06;0,94;0,35;1,61;;;1,38;-0,26;;9.044.946,00
CNFRL;24,82;6,80;-96,31;18,00;1,02;9,60;-9,14;-3,02;-32,30;0,34;1,29;-0,73;2,91;;-1,02;;-18,69;-1,06;-30,10;0,06;0,94;0,35;1,61;;;1,38;-0,26;;9.044.946,00
CNHI;9,78;4,03;5,70;1,73;0,30;28,83;15,14;9,14;3,00;9,06;5,61;2,83;0,52;3,85;-1,25;1,12;30,39;5,34;9,27;0,18;0,82;0,58;-3,19;49,47;;5,65;1,72;;12.989.822.406,00
CNI;112,38;2,04;19,06;4,33;1,86;73,13;39,77;30,01;11,47;16,45;2,07;0,62;5,72;2.978,28;-1,99;1,01;22,73;9,76;13,76;0,43;0,57;0,33;5,17;7,54;;25,94;5,90;;73.024.524.000,00
CNK;14,50;;-226,08;7,21;0,36;37,38;6,41;-0,28;4,64;19,48;9,66;7,09;0,63;7,64;-0,46;1,31;-3,19;-0,16;6,25;0,05;0,95;0,58;-3,88;;;2,01;-0,06;;1.763.389.950,00
CNMD;101,91;0,79;54,06;3,94;1,35;53,56;5,93;4,96;21,32;59,38;14,17;1,23;2,68;12,57;-1,84;1,66;7,28;2,49;2,26;0,34;0,66;0,50;5,59;;;25,89;1,89;;3.133.956.702,00
CNNB;13,19;;60,39;0,95;0,13;93,34;0,00;4,10;;;;-0,01;2,48;1,11;-1,54;1,15;1,58;0,22;;0,14;0,86;0,05;17,60;17,11;;13,83;0,22;;38.042.598,00
CNNE;17,69;;-147,16;0,48;0,42;14,24;33,65;-1,36;4,95;5,82;-0,11;-0,01;1,99;20,11;-0,45;1,49;-0,33;-0,28;7,01;0,87;0,13;0,21;-10,56;;;36,66;-0,12;;1.250.895.280,00
CNO;24,30;2,39;51,43;1,37;0,08;43,76;6,91;1,36;10,09;22,76;12,66;1,71;0,70;;-0,08;;2,66;0,16;4,20;0,06;0,94;0,11;-3,60;17,71;;17,79;0,47;;2.725.565.760,00
CNOB;17,58;2,82;6,67;0,57;0,07;0,00;38,31;22,12;3,75;3,15;-0,70;-0,10;1,48;;-0,07;;8,48;1,05;6,76;0,12;0,88;0,05;15,35;23,71;;31,07;2,64;;678.700.512,00
CNP;26,71;2,81;21,15;1,76;0,43;39,96;19,23;8,64;5,39;19,77;10,27;1,90;1,83;-19,36;-0,47;0,78;8,32;2,04;5,26;0,25;0,75;0,24;-0,62;-10,02;;15,18;1,26;;16.859.982.356,00
CNQ;65,16;4,01;7,91;2,30;1,16;57,34;39,88;29,01;;6,44;0,68;0,27;2,30;-65,37;-1,29;0,85;29,07;14,63;24,08;0,50;0,50;0,50;19,44;34,28;;28,33;8,24;;70.850.162.160,00
CNR;24,66;;4,13;2,31;0,52;21,64;21,40;12,93;;4,45;1,95;1,81;0,53;2,45;-0,82;2,43;55,96;12,61;22,67;0,23;0,77;0,98;27,07;67,41;;10,67;5,97;;3.140.549.640,00
CNS;52,13;5,47;17,77;7,25;4,10;88,62;38,05;28,16;11,95;11,31;-1,84;-1,01;5,00;10,19;-13,31;2,39;40,82;23,07;40,17;0,57;0,30;0,82;8,40;13,22;;7,19;2,93;;2.561.595.218,00
CNSL;4,19;;4,77;0,90;0,13;101,13;-20,45;8,94;5,68;-10,42;-8,33;3,60;0,43;3,96;-0,15;1,39;18,89;2,72;-10,21;0,14;0,76;0,30;2,37;16,71;;4,65;0,88;;488.084.720,00
CNSP;1,65;;-0,40;2,83;1,07;;;;-0,40;-0,16;0,24;-1,68;;3,34;-18,20;1,52;-713,49;-271,37;-667,90;0,38;0,62;0,00;;;;0,58;-4,17;;6.933.135,00
CNST;33,99;;-0,01;0,00;0,00;;;;-0,01;2,74;2,75;-1,01;;0,00;-0,13;15,39;-37,36;-35,01;-36,83;0,94;0,06;0,00;;;;7.874,92;-2.942,46;;1.628.596,86
CNTG;1,16;;-0,57;0,88;0,27;13,91;-38,37;-35,96;;-0,15;0,38;-0,63;0,20;0,68;-0,78;2,48;-154,31;-46,83;-98,79;0,30;0,70;1,30;;;;1,32;-2,04;;32.324.328,00
CNTY;4,42;;-31,18;0,93;0,13;46,29;16,61;-0,93;1,14;8,61;6,86;3,63;0,29;2,06;-0,16;1,87;-2,97;-0,43;9,44;0,14;0,86;0,46;22,82;4,97;;4,77;-0,14;;134.080.258,00
CNX;20,89;;1,39;0,84;0,39;68,18;160,01;127,80;0,97;1,91;0,80;0,60;1,78;-4,81;-0,41;0,30;60,17;28,04;39,73;0,47;0,53;0,22;26,62;;;24,91;14,99;;3.318.445.437,00
CNXC;82,61;1,36;15,83;1,90;0,65;35,99;10,00;5,35;5,74;11,33;2,85;0,64;0,85;2,08;-1,16;3,54;12,03;4,13;7,38;0,34;0,66;0,77;26,02;43,20;;43,39;5,22;;5.527.856.411,00
CNXN;58,20;1,13;19,52;1,87;1,29;17,54;3,66;2,71;12,94;11,72;-2,74;-0,35;0,53;2,18;-10,86;3,06;9,56;6,63;9,56;0,69;0,31;2,44;1,42;10,22;;31,18;2,98;;1.529.001.300,00
CO;2,98;;5,05;0,52;0,30;85,26;48,97;40,30;;-6,79;-10,94;-1,36;2,03;0,40;-1,58;10,73;10,26;5,87;10,04;0,57;0,43;0,15;12,16;36,16;;5,75;0,59;;399.065.806,00
COCP;1,88;;-0,98;0,55;0,53;;;;-0,99;0,68;1,66;-0,94;;0,56;-36,92;22,53;-56,39;-53,90;-56,38;0,96;0,04;0,00;;;;3,41;-1,92;;19.126.744,00
CODA;6,63;;17,77;1,48;1,42;67,75;22,10;19,83;14,09;10,56;-5,38;-0,50;3,52;1,85;-7,20;20,94;8,33;7,98;8,34;0,96;0,04;0,40;4,28;5,19;;4,48;0,37;;73.710.351,00
CODI;18,40;5,43;12,55;1,12;0,35;42,09;7,27;4,57;4,01;18,03;10,15;1,44;0,57;1,44;-0,52;3,77;8,94;2,77;4,22;0,31;0,69;0,61;17,69;5,39;;16,39;1,47;;1.321.493.520,00
CODX;1,16;;-0,94;0,35;0,32;69,25;-653,76;-520,08;-0,77;0,70;1,45;-0,67;4,90;0,49;-1,01;15,13;-36,68;-33,63;-55,54;0,92;0,08;0,06;432,39;;;3,36;-1,23;;35.715.124,00
COE;7,83;;-1,13;3,88;1,67;68,92;-15,50;-20,11;;-0,74;0,73;-1,93;0,23;3,94;-113,38;1,76;-341,94;-147,63;-293,84;0,43;0,57;7,34;-35,05;;;2,02;-6,91;;44.332.677,00
COF;104,50;2,87;7,94;0,73;0,09;0,00;20,75;11,26;3,21;-8,59;-12,90;-2,19;0,89;;-0,09;;9,19;1,07;14,35;0,12;0,88;0,10;5,05;30,00;;143,26;13,17;;39.798.490.600,00
COFS;22,50;4,62;7,27;0,95;0,07;0,00;32,42;23,68;3,80;-22,23;-27,54;-4,91;1,72;;-0,07;;13,02;0,94;8,19;0,07;0,93;0,04;24,45;30,83;;23,77;3,10;;169.677.000,00
COG;22,25;;64,25;7,63;3,81;58,59;25,10;17,82;22,80;48,10;2,48;0,42;11,45;1.009,29;-4,16;1,05;11,87;5,92;9,45;0,50;0,50;0,33;1,56;;;2,92;0,35;;17.543.399.650,00
COGT;6,60;;-3,61;1,63;1,45;;;;-3,69;-1,52;2,09;-0,95;;1,84;-9,83;12,99;-45,16;-40,10;-45,16;0,89;0,11;0,00;;;;4,05;-1,83;;568.419.720,00
COHR;33,82;;-19,75;1,03;0,37;31,36;-1,33;-5,03;8,10;-125,20;-50,61;0,70;0,99;2,36;-0,49;3,01;-5,20;-1,89;-1,77;0,36;0,47;0,38;22,09;;;32,92;-1,71;;5.123.131.386,00
COHU;31,02;;15,22;1,59;1,20;47,16;16,10;11,92;8,26;8,92;-2,34;-0,33;1,81;2,44;-3,19;4,75;10,43;7,89;10,02;0,76;0,24;0,66;18,17;24,14;;19,55;2,04;;1.473.608.202,00
COIN;91,39;;-17,11;3,80;0,16;100,00;-50,84;-47,33;-18,14;-14,68;1,24;-0,30;8,10;3,82;-6,45;1,04;-22,21;-0,93;-16,83;0,04;0,96;0,02;;;;24,05;-5,34;;21.864.655.384,00
COKE;680,53;0,73;14,14;4,18;1,54;38,75;9,48;6,84;7,97;10,19;-0,01;-0,01;0,97;8,30;-2,59;1,85;29,59;10,89;22,32;0,37;0,63;1,59;7,66;34,83;;162,62;48,11;;6.379.084.061,00
COLB;20,76;5,92;17,10;0,90;0,08;0,00;28,29;15,40;8,21;-4,02;-13,33;-1,28;2,63;;-0,08;;5,24;0,47;3,42;0,09;0,91;0,03;9,01;17,26;;23,15;1,21;;4.330.033.608,00
COLL;25,25;;-73,78;4,10;0,68;48,40;14,30;-2,08;3,51;16,31;5,59;2,14;1,53;8,05;-1,22;1,24;-5,56;-0,92;7,51;0,17;0,83;0,44;74,74;;;6,16;-0,34;;823.425.225,00
COLM;75,06;1,60;15,55;2,42;1,63;49,41;10,53;8,19;9,16;11,29;-0,81;-0,16;1,27;3,38;-5,11;3,41;15,58;10,47;15,58;0,67;0,33;1,28;7,03;24,26;;30,98;4,83;;4.541.715.468,00
COMM;1,40;;-0,25;-0,18;0,03;32,41;-6,57;-13,90;3,84;-16,42;-15,89;;0,03;0,17;-0,04;1,99;-74,13;-10,73;-7,63;-0,14;1,04;0,77;15,14;;;-7,63;-5,65;;296.687.160,00
CONN;3,00;;-0,53;0,17;0,04;47,81;-7,01;-10,94;-2,71;-7,82;-6,99;1,39;0,06;0,13;-0,08;3,28;-31,08;-8,02;-8,84;0,26;0,74;0,73;-2,40;;;18,05;-5,61;;73.018.200,00
CONX;10,63;;;;;;;;;2,84;2,84;;;;;0,01;-3,10;3,88;-3,78;-1,25;1,26;0,00;;;;;;;0,00
CONXU;10,91;;;;;;;;;2,84;2,84;;;;;0,01;-3,10;3,88;-3,78;-1,25;1,26;0,00;;;;;;;0,00
CONXW;0,29;;;;;;;;;2,84;2,84;;;;;0,01;-3,10;3,88;-3,78;-1,25;1,26;0,00;;;;;;;0,00
COO;331,15;0,02;59,57;2,18;1,40;65,11;13,68;7,83;19,42;39,27;5,15;0,33;4,67;22,86;-1,64;1,72;3,66;2,35;3,73;0,64;0,36;0,30;9,11;0,68;;152,01;5,56;;16.399.905.715,00
COOLU;10,91;;;;;;;;;-0,03;-0,03;;;;;0,04;-8,70;18,56;-8,70;-2,13;2,16;0,00;;;;;;;0,00
COOP;55,72;;8,07;0,85;0,27;0,00;48,26;20,80;3,36;2,95;-0,52;-0,13;1,68;;-0,27;;10,57;3,39;21,75;0,32;0,68;0,16;12,03;98,43;;65,35;6,91;;3.669.735.916,00
COP;115,43;4,44;10,60;2,88;1,53;45,92;31,98;19,37;4,66;6,87;0,45;0,20;2,05;34,67;-1,80;1,41;27,20;14,43;21,37;0,53;0,47;0,74;19,22;;;40,03;10,89;;137.062.493.897,00
CORE;45,65;;31,25;3,20;0,97;5,34;0,58;0,38;;24,80;4,01;0,62;0,12;2,95;-3,36;1,85;10,23;3,09;7,03;0,30;0,70;8,06;8,91;4,18;;14,28;1,46;;2.062.540.040,00
CORT;24,77;;28,09;5,53;4,30;98,65;24,89;20,20;23,68;19,62;-3,17;-0,77;5,67;8,25;-15,71;3,54;19,69;15,30;19,79;0,78;0,22;0,76;20,34;-4,72;;4,48;0,88;;2.553.326.278,00
COST;579,15;0,68;42,38;11,25;3,84;12,07;3,49;2,58;25,32;30,49;-0,87;-0,31;1,09;141,35;-7,89;1,06;26,55;9,05;20,97;0,34;0,66;3,51;11,96;16,88;;51,48;13,67;;256.413.218.490,00
COTY;9,87;;17,30;2,31;0,69;63,87;17,33;9,15;6,33;13,24;4,11;1,04;1,58;-12,84;-0,83;0,75;13,33;4,01;9,71;0,30;0,68;0,44;-4,08;;;4,28;0,57;;8.794.097.949,00
COUP;80,97;;-18,27;21,73;1,93;59,84;-34,02;-41,25;-79,54;-26,83;-4,68;4,59;7,54;12,60;-2,97;1,78;-118,89;-10,57;-11,75;0,09;0,91;0,26;40,23;;;3,73;-4,43;;6.165.930.276,00
COUR;18,64;;-18,72;4,54;3,10;57,36;-25,23;-26,19;-20,77;-15,14;4,29;-1,00;4,90;5,15;-34,80;2,94;-24,24;-16,53;-21,23;0,68;0,32;0,63;;;;4,11;-1,00;;2.843.489.128,00
COWN;38,99;0,62;9,05;1,05;0,12;100,00;27,15;8,73;2,70;1,68;-1,23;-0,44;0,79;;-0,12;;11,56;1,37;18,20;0,12;0,87;0,16;32,16;;;37,29;4,31;;1.101.167.277,00
COWNL;25,22;3,84;5,85;0,68;0,08;100,00;27,15;8,73;1,75;1,68;-1,23;-0,44;0,51;;-0,08;;11,56;1,37;18,20;0,12;0,87;0,16;32,16;;;37,29;4,31;;1.101.167.277,00
COWNZ;25,19;;5,84;0,68;0,08;100,00;27,15;8,73;1,75;1,68;-1,23;-0,44;0,51;;-0,08;;11,56;1,37;18,20;0,12;0,87;0,16;32,16;;;37,29;4,31;;1.101.167.277,00
CP;69,46;1,02;20,82;2,12;1,08;65,40;-19,43;37,12;-98,81;-50,23;-10,45;0,56;7,73;-66,31;-1,12;0,70;10,18;5,19;-14,40;0,51;0,49;0,14;5,17;6,95;;32,79;3,34;;64.722.182.022,00
CPA;87,71;2,80;49,13;2,66;0,78;60,40;6,53;3,90;;32,91;3,54;0,32;1,92;-93,22;-1,09;0,97;5,41;1,59;4,16;0,29;0,71;0,41;3,29;-0,82;;32,99;1,79;;3.447.485.405,00
CPAC;5,20;10,15;9,15;1,29;0,51;30,94;17,95;9,06;;5,86;1,24;0,35;0,83;11,44;-0,81;1,14;14,13;5,57;13,80;0,39;0,61;0,62;8,05;13,26;;4,02;0,57;;445.230.760,00
CPAH;3,48;;-158,21;6,16;1,67;83,25;1,60;-1,10;80,23;106,03;-2,50;-0,14;1,73;-6,11;-2,68;0,58;-3,89;-1,05;3,53;0,27;0,73;0,96;-1,62;;;0,56;-0,02;;22.465.644,60
CPB;40,43;3,66;14,04;3,29;1,00;31,17;14,06;9,17;7,07;12,57;3,42;1,23;1,29;-74,82;-1,21;0,93;23,44;7,12;12,53;0,30;0,70;0,78;7,18;26,87;;12,29;2,88;;12.045.924.436,00
CPE;32,52;;2,15;0,62;0,34;70,14;34,10;38,57;1,57;4,92;2,50;0,64;0,83;14,98;-0,38;1,22;28,99;15,64;12,21;0,54;0,46;0,41;54,55;58,64;;52,27;15,15;;2.204.003.976,00
